"","PlayerName","Season","PuttingAverage","DrivingDistance","DrivingAccuracy","ScoringAvg","Scrambling","OnePutts","TwoPutts","ThreePutts","AvgOfficialWGR","ProximityToHole","GreensFringeInReg","SandSave","OfficialMoney"
"961","Luke Guthrie",2015,1.749,283.9,58.86,70.91,26.51,612,801,45,0.58,418,74.66,50.85,575149
"962","Fabian Gomez",2015,1.75,283.2,60.88,70.92,30.43,626,808,46,1.16,420,76.03,39.84,1651011
"963","David Hearn",2015,1.75,280.6,64.16,70.51,38.83,682,NA,36,1.46,413,77.7,38.97,1817042
"964","Tom Hoge",2015,1.75,292.2,58.84,70.37,35.71,570,789,45,0.69,393,79.04,42.86,690318
"965","Colt Knost",2015,1.75,276.6,71.24,70.17,27.14,605,900,29,0.85,396,74.53,55.34,1066553
"966","Bryce Molder",2015,1.75,277.9,66.8,70.3,26.32,639,880,32,0.88,413,74.54,52.03,1165547
"967","Robert Streb",2015,1.75,297.1,59.47,69.86,23.76,764,NA,49,3.02,437,81.15,52.53,3947424
"968","Jonas Blixt",2015,1.751,287.6,60.26,70.96,33.78,527,737,28,1.17,429,75.73,56.64,703663
"969","David Lingmerth",2015,1.751,289.5,65.51,70.43,30.65,662,895,41,2.55,410,74.88,53.24,2736378
"970","Scott Brown",2015,1.752,288.2,62.77,70.39,27.78,717,951,49,0.99,425,73.94,54.2,1161750
"971","Greg Chalmers",2015,1.752,281.5,62.17,70.89,30.43,401,528,29,0.68,447,71.06,50.63,291016
"972","Patrick Rodgers",2015,1.754,307.7,56.97,70.09,29.41,378,546,22,1.35,428,79.1,39.56,1038291
"973","Brian Stuard",2015,1.754,276.5,69.31,71,28,685,941,30,0.56,393,71.75,50.7,687109
"974","Steven Bowditch",2015,1.755,302.1,54.04,70.34,40.54,790,982,49,2.18,428,77.62,59.39,3075409
"975","Jeff Overton",2015,1.755,284.8,58.87,70.59,23.53,658,939,36,0.51,422,76.49,48.05,561614
"976","Nick Taylor",2015,1.755,292.3,56.05,70.99,24.47,664,914,43,0.55,430,76.44,50,1072360
"977","Tony Finau",2015,1.756,309,54.3,70.03,23.01,736,NA,50,1.71,445,77.81,45.1,2095185
"978","Russell Henley",2015,1.756,297.1,64.39,70.46,31.25,593,863,38,2.33,446,80.21,45.19,2110773
"979","Bubba Watson",2015,1.756,315.2,56.55,69.29,36.92,477,670,41,8.24,432,79.81,46.88,6876797
"980","Brendon de Jonge",2015,1.757,285.3,65.69,70.29,31.33,748,NA,43,1.32,419,76.26,45.28,1594934
"981","Hudson Swafford",2015,1.757,298.9,63.34,70.26,26.32,650,NA,41,0.66,397,77.68,41.73,959391
"982","Andres Gonzales",2015,1.758,294.5,58.06,70.99,23.68,615,881,36,0.64,433,78.56,46.85,925335
"983","Whee Kim",2015,1.758,282.4,60.4,70.36,15.15,481,719,29,0.58,407,79.69,44.57,755997
"984","Chris Kirk",2015,1.758,285.8,61.97,70.85,26.15,537,720,37,3.15,420,76.5,60.47,2369326
"985","Kevin Chappell",2015,1.759,293.5,63.86,70.51,24.69,628,851,52,1.31,409,75.1,45.93,1281551
"986","Erik Compton",2015,1.759,288.4,59.31,70.74,21.79,646,840,40,1.07,425,76.2,50.77,676602
"987","Scott Piercy",2015,1.759,296.7,59.3,70.34,30.85,656,892,53,2.53,419,77.48,37.5,2780026
"988","Andrew Putnam",2015,1.759,278.7,54.98,71.95,23.16,502,603,31,0.35,444,74.75,51.82,282878
"989","Sangmoon Bae",2015,1.76,289.8,60.03,70.92,32.71,737,949,53,1.65,438,73.15,52,2599632
"990","K.J. Choi",2015,1.76,276.5,64.09,71.06,34.67,463,615,29,0.86,428,76.76,57.29,448864
"991","Harris English",2015,1.76,298.4,58.51,69.99,29.52,728,NA,41,1.78,424,81.44,47.89,1971687
"992","Brooks Koepka",2015,1.76,308.2,57.33,69.95,38.89,559,832,43,4.49,419,81.47,53.68,3571900
"993","Carl Pettersson",2015,1.76,291.6,59.05,70.59,27.12,807,NA,54,1.22,422,73,50.3,1186762
"994","Chris Stroud",2015,1.76,283,64.22,70.75,27.06,600,839,50,1.33,416,76.39,54.84,746813
"995","David Toms",2015,1.76,270,74.5,70.67,29.17,422,588,23,0.81,397,70.93,63.04,742470
"996","Derek Fathauer",2015,1.761,288.8,51.63,71.18,22.09,566,759,30,0.75,446,74.55,50.78,482023
"997","James Hahn",2015,1.761,295.1,59.89,70.62,27.5,663,962,45,1.54,411,75.35,55.47,2064782
"998","Brian Harman",2015,1.762,287.9,64.37,70.46,31.87,638,928,40,1.73,419,76.14,55.8,1548352
"999","John Huh",2015,1.763,279.8,69.44,70.61,37.89,739,NA,49,0.69,457,72.31,51.63,678556
"1000","George McNeill",2015,1.763,286.2,64.1,70.24,27.03,667,945,43,1.59,415,75.12,53.68,1331768
"1001","Andres Romero",2015,1.764,295.3,52.67,71.59,19.74,477,651,37,0.68,465,73.35,45.87,617252
"1002","Brendan Steele",2015,1.764,302.9,61.13,70.14,22.08,592,860,45,1.8,428,78.94,51.75,1759484
"1003","Steven Alker",2015,1.765,278.3,71.41,70.32,13.89,428,609,26,0.42,398,76.05,51.61,236861
"1004","Alex Cejka",2015,1.765,283.3,63.78,70.62,25.84,651,938,45,0.92,406,74.3,46.67,1227195
"1005","Oscar Fraustro",2015,1.765,289.5,61.78,71.48,38.46,393,539,27,0.22,430,71.77,43.53,262475
"1006","Carlos Ortiz",2015,1.765,298.4,59.84,70.71,27.72,663,NA,48,0.9,451,79,55.19,964136
"1007","Lee Westwood",2015,1.765,300,59.7,71,20.83,353,528,38,2.55,437,78.95,59.04,946628
"1008","Scott Langley",2015,1.766,280.5,61.9,70.7,22.78,651,951,38,0.7,412,75.16,57.94,638182
"1009","William McGirt",2015,1.766,280.4,67.87,70.22,34.33,722,NA,49,1.08,404,76.64,53.42,1004696
"1010","Blayne Barber",2015,1.767,288.6,63.72,70.78,38.1,537,728,47,0.67,413,77.17,47.06,768382
"1011","Chad Collins",2015,1.767,278.4,63.82,70.16,34.33,584,791,30,0.52,402,76.5,62.81,747899
"1012","Jason Gore",2015,1.767,290.4,66.67,70.69,21.15,505,734,48,1.19,388,73.13,50.51,1101246
"1013","Justin Leonard",2015,1.769,271.6,71.7,71.13,34.72,445,619,25,0.29,411,69.82,48.15,219174
"1014","Willy Wilcox",2015,1.769,296.6,68.98,69.28,28.13,364,567,31,1.24,400,78.68,63.08,1168302
"1015","Graham DeLaet",2015,1.77,298.7,65.46,70.42,17.74,444,684,30,1.43,409,77.39,50.54,988348
"1016","Martin Laird",2015,1.77,300.5,58.54,70.48,31.25,540,782,46,0.91,429,77.99,51.82,1124988
"1017","Troy Merritt",2015,1.77,285.2,62.83,71.13,30,669,908,39,1.68,425,73.87,45.89,2092668
"1018","Scott Pinckney",2015,1.77,290.3,60.95,70.68,36.84,590,928,48,0.94,432,79.36,49.17,1259388
"1019","Nicholas Thompson",2015,1.77,286,68.7,71.05,26.87,574,906,58,0.51,395,74.67,46.28,667184
"1020","Zac Blair",2015,1.771,273.1,67.91,70.32,39.18,761,NA,42,1.1,424,73.27,60.39,1244676
"1021","Kevin Kisner",2015,1.771,287.8,66.85,70.19,32.98,735,NA,34,2.9,412,75.51,50,3567938
"1022","Marc Leishman",2015,1.771,294.8,54.99,70.64,28.79,481,711,31,2.82,451,77.34,49.57,1762266
"1023","Paul Casey",2015,1.772,297.8,64.16,69.77,30.43,533,883,46,3.53,393,82.05,38.46,3488310
"1024","Adam Hadwin",2015,1.772,288.2,65.43,70.72,27.1,635,970,44,0.98,421,77.07,50.96,937610
"1025","Seung-Yul Noh",2015,1.772,292.7,54.87,71.15,32.18,450,670,37,1.14,422,80.24,51.55,711608
"1026","Cameron Percy",2015,1.772,290,60.31,70.47,22.39,472,740,32,0.52,427,77.89,48.86,575943
"1027","John Senden",2015,1.773,290.2,66.6,71.12,34.69,505,786,46,2.05,453,75.43,50,1422032
"1028","Jason Kokrak",2015,1.774,305.6,56.41,70.36,29.49,618,899,45,1.04,442,76.56,48,1033489
"1029","Ben Martin",2015,1.774,288.1,65.09,70.68,23.61,590,956,54,2.12,418,78.02,49.59,2717304
"1030","Ryan Palmer",2015,1.774,305.2,56.57,70.26,28.36,543,767,41,2.71,418,78.11,49.15,1974522
"1031","Rory Sabbatini",2015,1.774,290,60.3,70,25.71,592,798,52,1.25,420,79.09,55.45,1525784
"1032","Brian Davis",2015,1.775,275.5,67.66,71.3,33.8,614,791,46,0.58,430,72.15,54.14,656534
"1033","Michael Thompson",2015,1.775,289.3,58.24,70.96,25.81,563,831,48,0.68,440,74.73,48.92,599834
"1034","Jon Curran",2015,1.776,273.5,67.46,70.57,23.88,549,820,40,0.75,406,74.86,57.14,1049548
"1035","Eric Axley",2015,1.777,286.4,55.54,71.4,16.67,409,547,18,0.23,427,71.13,53.54,170687
"1036","Russell Knox",2015,1.777,284.4,67.76,70.07,27.5,627,NA,45,1.81,378,81.1,43.12,1916665
"1037","Hunter Mahan",2015,1.777,295.1,58.91,70.92,35.29,573,841,39,2.45,468,78.12,54.19,1617973
"1038","Louis Oosthuizen",2015,1.777,298.8,59.84,70.24,26,443,624,37,4.42,412,79.35,60.82,3251173
"1039","Andrew Svoboda",2015,1.777,287.1,59.32,71.83,23.23,522,812,52,0.4,440,76.16,37.17,418963
"1040","Tyrone Van Aswegen",2015,1.777,285.6,53.39,71.04,24.59,362,582,22,0.3,398,80.35,53.85,168233
"1041","Tim Wilkinson",2015,1.777,279.1,63.09,71.54,32.81,508,729,29,0.23,417,72.28,52.71,171654
"1042","Mark Wilson",2015,1.777,279.2,64.53,70.6,34.88,585,882,46,0.54,414,78.93,54.63,851844
"1043","Nick Watney",2015,1.778,294,61.08,70.37,20.69,625,932,57,1.39,407,78.63,50.42,1733872
"1044","Daniel Berger",2015,1.779,302.1,60.74,70.16,31.82,670,991,61,2.51,424,79.83,53.38,3028901
"1045","Max Homa",2015,1.779,294.2,56.45,71.39,23.08,535,735,42,0.31,441,72.51,38.4,380339
"1046","Kyle Reifers",2015,1.779,288,61.59,70.45,30.53,656,931,55,0.87,429,77.19,55.63,1179227
"1047","Scott Stallings",2015,1.779,291.8,57.74,71.7,27.27,405,618,37,0.88,445,79.18,48.39,919619
"1048","Chad Campbell",2015,1.78,285.2,65.75,70.32,32.94,640,NA,43,0.79,412,78.18,53.91,1015707
"1049","Billy Hurley III",2015,1.78,271.9,65.91,70.75,25.42,569,817,25,0.66,402,73.31,47.93,591450
"1050","Keegan Bradley",2015,1.781,306.1,64.85,70.42,28.38,582,859,59,2.3,429,78.87,44.88,1565079
"1051","Cameron Tringale",2015,1.781,281.8,68.5,70.96,30.61,705,945,60,2,446,73.1,53.47,1837164
"1052","Johnson Wagner",2015,1.781,290.7,62.11,70.28,25,468,715,33,0.93,408,77.12,44.44,1131659
"1053","Ken Duke",2015,1.782,278.1,67.91,70.93,34.21,636,881,60,0.47,409,72.74,48.82,817675
"1054","Kevin Streelman",2015,1.782,289.5,68.63,70.75,27.14,601,994,35,1.41,429,78.51,47.1,1525774
"1055","Camilo Villegas",2015,1.782,292.2,54.12,71.07,40,609,798,64,1.11,430,76.55,45.03,718496
"1056","Billy Horschel",2015,1.783,295,63.77,70.83,25.61,634,986,61,3.3,441,79.05,47.06,1735750
"1057","Jonathan Randolph",2015,1.783,287.2,55.19,71.03,31.03,498,714,38,0.39,446,76.16,52.29,256066
"1058","Chez Reavie",2015,1.783,286.3,71.89,70.61,24.32,376,592,33,1.04,388,78.04,37.5,331623
"1059","Jamie Donaldson",2015,1.785,294.9,60.09,71.62,24.24,343,470,26,2.37,477,76.94,58.97,938664
"1060","Retief Goosen",2015,1.785,292.6,56.57,71.56,15.19,559,768,47,0.9,448,73.16,44.55,921829
"1061","Mark Hubbard",2015,1.785,278.5,66.32,70.58,29.09,538,789,45,0.28,425,77.22,53.78,293979
"1062","Henrik Stenson",2015,1.785,296.4,69.91,69.65,48.48,400,632,40,7.44,432,79.32,49.43,4755070
"1063","Boo Weekley",2015,1.785,292,63.27,70.42,30.65,541,812,49,1.27,421,77.73,46.61,1689914
"1064","Jason Dufner",2015,1.786,286.7,67.81,70.84,34.78,487,750,58,1.52,411,80.38,41.73,1007997
"1065","Charles Howell III",2015,1.787,302.7,52.43,70.56,31.86,662,NA,38,1.19,447,81.49,42.42,1257361
"1066","Matt Every",2015,1.788,286.6,51.52,72.71,33.98,515,681,42,1.72,452,71.06,52.27,1521816
"1067","John Merrick",2015,1.789,285,68.32,70.93,26.42,502,763,54,0.36,415,76.24,40.78,391513
"1068","John Peterson",2015,1.789,288.1,67.52,70.38,31.15,557,893,37,0.63,421,75.95,51.26,779508
"1069","Vijay Singh",2015,1.789,290.6,60.06,70.46,33.33,541,793,49,0.78,420,77.88,51.16,752461
"1070","Roberto Castro",2015,1.79,279.8,65.76,71.04,21.88,314,552,24,0.44,397,77.02,54.88,179722
"1071","Gonzalo Fernandez-Castano",2015,1.79,289.3,60.97,71.14,28.99,525,792,44,0.43,438,73.51,45.45,312052
"1072","Roger Sloan",2015,1.79,293.6,59.45,71.81,16.67,354,542,29,0.19,431,76.33,46.03,133048
"1073","Bo Van Pelt",2015,1.79,289.5,60.73,71.15,25.81,533,818,55,0.67,409,81.14,42.34,580610
"1074","Luke Donald",2015,1.791,277,59.28,70.77,35.53,476,752,29,2.15,429,76.48,61.17,1026643
"1075","Jim Furyk",2015,1.791,281.9,69.08,70.27,34.62,425,676,32,6.78,377,79.71,44.59,3732664
"1076","Webb Simpson",2015,1.791,289.4,67.85,70.13,33.33,545,786,56,2.32,408,75.97,59.2,2046259
"1077","Jonathan Byrd",2015,1.792,287.5,65.6,70.17,34.69,458,656,37,0.43,431,75.55,59.6,446731
"1078","Alex Prugh",2015,1.792,295.2,62.03,70.61,22.97,488,899,39,0.48,419,81.33,41.51,636373
"1079","Charl Schwartzel",2015,1.792,300.4,60.81,71.38,24.24,425,650,46,2.42,438,75.74,50.98,1209528
"1080","Spencer Levin",2015,1.794,283.7,69.09,70.49,23.81,631,NA,44,0.53,411,78.86,39.2,836697
"1081","Jhonattan Vegas",2015,1.794,299.9,56.01,70.97,33.73,591,889,50,0.47,464,76.9,45.79,446345
"1082","Ben Crane",2015,1.795,271,67.49,71.38,33.33,425,576,34,0.62,424,70.62,52.63,203253
"1083","Gary Woodland",2015,1.795,305.5,56.21,71.15,21.67,500,773,45,2.58,452,77.74,43.27,2605082
"1084","Brice Garnett",2015,1.797,287.1,61.25,71.13,24.1,507,855,45,0.42,431,78.37,49.58,637789
"1085","Robert Garrigus",2015,1.797,301.7,56.72,71.53,18.18,444,675,49,0.45,432,73.41,42.7,253699
"1086","Martin Flores",2015,1.798,296.8,56.83,70.51,29.33,597,965,53,0.51,441,80,50.36,449274
"1087","Heath Slocum",2015,1.798,275.8,69.51,71.74,32.56,375,533,35,0.25,416,71.35,60.44,122480
"1088","Stewart Cink",2015,1.799,293.6,57.35,70.38,28.57,493,826,56,1.02,392,82.42,53.26,694654
"1089","Francesco Molinari",2015,1.799,281.6,76.88,70.53,35.14,326,596,23,2.25,411,79.9,48.61,997389
"1090","Padraig Harrington",2015,1.801,290.5,51.72,72.02,18.84,424,602,39,1.39,462,77.8,59.79,1330851
"1091","D.A. Points",2015,1.802,280.8,56.37,71.4,34.33,495,699,50,0.29,419,74.32,53.49,390607
"1092","Bill Haas",2015,1.803,290.7,63.35,70.6,29.85,563,917,49,3.06,429,78.4,52.5,3064023
"1093","Sam Saunders",2015,1.803,293.2,64,71.1,22.45,553,838,50,0.79,420,76.11,56.64,578570
"1094","Greg Owen",2015,1.805,293.8,59.63,70.93,20,369,623,35,1.24,397,79.42,46.75,1180793
"1095","Michael Putnam",2015,1.805,288.8,61.47,70.76,31.67,546,911,56,0.52,421,80.99,56.56,557803
"1096","Angel Cabrera",2015,1.806,299.7,55.9,71.6,29.41,340,575,31,1.11,444,75.54,42.06,381942
"1097","Adam Scott",2015,1.806,311.6,60.69,70.85,27.78,310,489,41,4.28,434,84.86,50,1382364
"1098","Byron Smith",2015,1.806,291.9,58.15,71,18.42,344,596,35,0.15,420,80.04,45,153930
"1099","Charlie Beljan",2015,1.809,309.8,62.61,71.74,14.29,474,747,55,0.61,409,75.96,40.94,782546
"1100","Jim Herman",2015,1.81,293.8,67.1,70.25,28.99,532,987,51,0.94,392,83.13,51.75,1212777
"1101","J.J. Henry",2015,1.812,292.3,60.29,70.93,25.81,531,NA,41,0.89,424,81.08,40.19,1046122
"1102","Davis Love III",2015,1.814,294.7,64.94,71.1,30.77,329,553,26,1.25,418,76.89,37.35,1263596
"1103","Ernie Els",2015,1.816,291.7,56.79,71.84,23.73,376,596,39,1.16,437,76.1,51.76,453579
"1104","Bill Lunde",2015,1.819,287.7,63.59,71,17.65,293,496,32,0.26,416,78.13,56.9,128787
"1105","Derek Ernst",2015,1.82,295.1,64.3,71.18,30.19,475,737,52,0.28,437,73.97,40.57,320095
"1106","Sung Joon Park",2015,1.824,283.7,65.73,71.13,35.71,546,780,47,0.53,433,74.22,63.08,597102
"1107","Robert Allenby",2015,1.826,282.7,63.06,72,21.05,366,640,42,0.34,401,78.81,42.35,271887
"1108","Geoff Ogilvy",2015,1.826,293.7,59.59,71.77,24.39,293,521,38,1.39,482,76.9,41.33,653925
"1109","Lucas Glover",2015,1.831,296.9,63.82,71.04,20.63,486,844,73,0.43,388,81.2,49.11,515241
"1110","Jim Renner",2015,1.841,283.3,57.44,72.03,24.24,405,726,41,0.14,415,75.99,41.11,90668
"1111","Dustin Johnson",2016,1.71,313.6,57.17,69.48,31.34,617,804,37,11.31,396,81.31,45.24,9365184
"1112","Jordan Spieth",2016,1.71,295.4,58.14,69.72,39.06,606,708,28,9.29,428,75.57,54.7,5538470
"1113","Jason Day",2016,1.711,304.2,50.46,69.71,39.34,542,659,24,13.04,455,80.37,62.26,8045111
"1114","Kevin Kisner",2016,1.726,289,64.92,70.49,29.49,688,957,30,3.08,422,77.48,44.3,3424353
"1115","Jonas Blixt",2016,1.73,290.3,57.79,71.05,26.51,600,717,31,0.96,464,71.24,61.29,1115321
"1116","Adam Hadwin",2016,1.73,290.1,63.62,70.47,26.37,693,931,32,0.91,431,77.39,54.78,1067809
"1117","Phil Mickelson",2016,1.73,294.8,54.82,69.97,31.94,564,687,31,4.89,435,76.63,61.54,4022627
"1118","Steve Stricker",2016,1.732,278,63.23,69.98,35.85,415,511,15,1.79,422,75.54,54.26,1418647
"1119","Luke Guthrie",2016,1.733,289.3,55.53,70.78,31.88,425,531,23,0.35,432,73.77,50.65,427441
"1120","Jason Bohn",2016,1.736,276.3,67.56,70.72,19.61,479,692,22,1.15,414,75.36,42.15,1369704
"1121","Ricky Barnes",2016,1.738,287.6,54.27,70.34,22.64,684,942,28,0.97,427,78.01,52.38,1158799
"1122","Andrew Loupe",2016,1.738,309.3,45.56,71.29,30.43,559,722,48,0.91,453,79.04,45.3,1075275
"1123","Freddie Jacobson",2016,1.74,280.3,59.03,70.62,25.84,643,849,36,1.22,433,74.47,55,1354195
"1124","Daniel Summerhays",2016,1.74,288,58.65,70.79,26.37,730,986,41,2.29,468,73.21,44.51,2045968
"1125","Hideki Matsuyama",2016,1.741,294.5,62.04,70.15,33.33,542,715,44,4.46,403,78.23,52.99,4193954
"1126","Bryce Molder",2016,1.742,280.2,62.53,70.69,23.19,600,752,27,1.16,432,73.13,58.27,1353384
"1127","Ryan Moore",2016,1.743,283.2,66.52,70.23,36.11,586,824,27,3.34,404,76.03,50.83,3701034
"1128","Brooks Koepka",2016,1.744,302.6,58.6,70.13,30.91,511,681,48,4,424,77.78,51.75,3322392
"1129","Aaron Baddeley",2016,1.745,291.7,55.42,70.53,33.33,703,837,40,1.14,451,78.99,61.07,1644914
"1130","Billy Hurley III",2016,1.745,277.7,65.36,70.85,32.2,503,644,27,1.29,402,73.09,46.88,1770399
"1131","Rory McIlroy",2016,1.745,306.8,61.06,69.97,37.04,443,618,42,11.07,413,80.57,47.52,5790585
"1132","Ryan Palmer",2016,1.745,304.7,57.88,70.33,21.88,616,851,55,2.22,415,81.56,45.98,1794140
"1133","Stuart Appleby",2016,1.746,282.7,62.24,70.65,36.62,544,659,24,0.47,427,71.33,57.27,500214
"1134","Retief Goosen",2016,1.746,288.8,56.4,70.91,27.54,406,558,14,1.04,457,75.93,53.19,745735
"1135","Matt Kuchar",2016,1.748,285.8,65.67,70.04,32.26,688,979,44,4.53,418,78.07,54.61,3819678
"1136","Kevin Na",2016,1.748,279.6,65.3,70.27,31.15,665,944,40,2.97,411,77.1,45.86,3441290
"1137","Alex Cejka",2016,1.75,281.5,65.89,70.04,33.93,488,672,23,1.22,414,78.55,54.32,1566307
"1138","Jon Curran",2016,1.75,271.9,64.35,70.88,33.96,758,965,36,1.48,418,72.25,61.05,1902481
"1139","Troy Merritt",2016,1.75,287.2,60.89,71.18,33.33,563,778,28,1.21,439,74.73,53.44,922706
"1140","Brandt Snedeker",2016,1.75,292.6,58.69,70.22,47.5,652,888,41,4.08,430,76.4,57.14,3960141
"1141","Vaughn Taylor",2016,1.751,287,61.59,71.14,25.32,506,744,31,1.41,395,76.41,50.42,1640750
"1142","Sean O'Hair",2016,1.752,302.2,58.84,70.39,22.62,648,897,47,1.88,441,78.01,62.42,1702713
"1143","Patrick Reed",2016,1.753,297.4,55.96,70.15,26.67,735,978,39,6.1,433,76.39,56.71,5679574
"1144","Derek Fathauer",2016,1.754,288.2,52.02,71.1,30.51,713,916,42,0.66,439,75.84,46.07,898430
"1145","Spencer Levin",2016,1.754,281.3,67.79,70.63,26.87,695,NA,35,0.87,417,74.55,46.36,1179881
"1146","Smylie Kaufman",2016,1.755,299,52.91,70.92,28.41,606,915,44,1.71,433,77.98,52.87,2508173
"1147","Peter Malnati",2016,1.755,279.7,60.54,71.26,29.63,648,828,35,0.67,440,73.23,51.39,1298944
"1148","David Hearn",2016,1.757,281.2,65.94,70.52,27.5,660,993,39,1.31,391,76.8,53.73,1211514
"1149","Charles Howell III",2016,1.757,303.4,52.6,70.07,28.57,633,945,41,1.47,446,79.34,50.41,1974961
"1150","J.B. Holmes",2016,1.758,314.5,51.68,70.85,23.53,547,714,53,4.01,450,80.07,53.91,2969608
"1151","Ben Martin",2016,1.758,288.8,62.14,70.85,34.25,604,907,51,1.27,420,79.08,41.67,1205730
"1152","Daniel Berger",2016,1.759,298.4,56.68,70.42,30.3,595,947,33,2.99,424,81.68,45.86,3290764
"1153","Ben Crane",2016,1.759,280.3,63.18,70.75,37.31,571,749,35,0.5,439,73.17,56.59,607891
"1154","Ernie Els",2016,1.759,292.8,52.93,71.74,37.66,477,657,35,0.63,461,76.43,41.86,559023
"1155","Morgan Hoffmann",2016,1.759,294.4,57.8,71.13,24.75,493,662,38,0.75,443,75.42,51.43,717890
"1156","Zach Johnson",2016,1.759,280.1,65.23,70.41,27.84,638,844,40,3.5,415,76.02,53.68,1718702
"1157","Cameron Tringale",2016,1.759,285.1,59.57,71,27.27,552,779,43,1.07,446,78,48.57,1064065
"1158","Brian Harman",2016,1.76,289.7,63.41,70.67,29.7,779,NA,48,1.28,438,73.43,55.26,1299801
"1159","Carlos Ortiz",2016,1.76,298.9,52.77,71.76,30.12,509,792,39,0.34,455,76.09,38.53,263465
"1160","Wes Roach",2016,1.76,294.7,60.99,71.25,23.73,399,557,26,0.38,423,73.13,43.68,342097
"1161","Chris Stroud",2016,1.76,286.3,60.7,70.78,27.14,558,835,33,0.8,430,77.43,40.94,599175
"1162","Jimmy Walker",2016,1.76,301.3,48.31,70.55,30.68,609,803,47,4.72,443,78.42,46.76,4148546
"1163","Tim Wilkinson",2016,1.76,279.3,62.36,70.41,36.21,509,668,32,0.51,397,75.38,56.1,708622
"1164","Anirban Lahiri",2016,1.761,291.7,56.31,71.3,34.38,510,690,33,1.63,450,74.26,43.55,835171
"1165","Kyle Reifers",2016,1.761,287.3,65.29,70.72,20.45,752,NA,49,1.34,425,79.45,56.5,1539577
"1166","Willy Wilcox",2016,1.761,292.9,59.34,70.97,27.27,473,654,29,0.91,434,79.14,42.86,676840
"1167","Hiroshi Iwata",2016,1.763,288.8,58.34,71.47,30,627,815,29,0.76,455,68.59,55.41,634862
"1168","Si Woo Kim",2016,1.763,293.5,62.84,70.34,30.83,794,NA,47,2.56,448,77.64,50.79,3086369
"1169","Patton Kizzire",2016,1.764,291.3,55.23,71.06,32.69,637,902,43,1.44,432,77.7,44.96,1468624
"1170","Seung-Yul Noh",2016,1.764,295.3,49.12,70.94,28.3,588,818,39,0.58,441,77.12,52.94,661711
"1171","Kevin Chappell",2016,1.765,296.3,60.68,70.55,25.93,630,962,49,3.57,415,77.64,44.94,4501050
"1172","Roberto Castro",2016,1.766,284.2,69.37,70.12,31.65,638,NA,41,2.1,414,79.04,50.67,2520574
"1173","K.J. Choi",2016,1.766,275.3,66.18,70.93,28.75,530,738,33,1.33,413,75.04,56.25,1328447
"1174","Fabian Gomez",2016,1.766,289,61.44,71.37,29.47,570,786,50,1.95,453,75.22,54.55,2227040
"1175","Michael Kim",2016,1.766,284.3,58.64,70.98,31.18,716,940,48,0.5,429,72.55,57.83,664538
"1176","Marc Leishman",2016,1.766,295,60.55,70.53,35.38,604,892,31,2.56,430,75.58,55.32,1566824
"1177","Jamie Lovemark",2016,1.767,304.8,57.32,70.7,30.85,659,903,52,1.51,463,77.75,52.23,1940890
"1178","Adam Scott",2016,1.767,304.6,55.55,69.8,30.19,515,790,49,7.07,389,84.26,50.94,6473089
"1179","Matt Jones",2016,1.768,294.8,57.55,71.16,27.59,554,835,35,1.49,447,76.71,50.75,712722
"1180","David Lingmerth",2016,1.768,284.8,67.36,70.94,30.19,571,788,40,2.36,426,73.49,45.97,1863782
"1181","William McGirt",2016,1.769,287.6,65.28,70.39,39.71,681,NA,43,2.9,430,77.43,47.85,3614972
"1182","Nick Taylor",2016,1.769,296.2,57.21,70.85,24,558,811,37,0.48,429,79.87,45.19,628756
"1183","Scott Brown",2016,1.77,292.5,63.65,70.91,28.57,616,912,41,0.99,439,73.11,50,1143451
"1184","Erik Compton",2016,1.77,284.7,53.64,71.87,25,458,634,19,0.29,435,72.03,52.59,247902
"1185","Mark Hubbard",2016,1.77,280.2,64.82,71.12,26.32,708,973,45,0.44,434,73.32,53.72,642942
"1186","Colt Knost",2016,1.77,269.7,73.36,70.85,38.03,626,875,33,1.38,410,72.3,51.06,1594587
"1187","Justin Rose",2016,1.77,303.9,57.9,70.66,33.33,417,647,41,5.35,457,78.69,55.46,2085364
"1188","Michael Thompson",2016,1.77,291.4,60.57,70.79,32.14,471,686,47,0.8,400,77.43,52.44,521983
"1189","Steve Wheatcroft",2016,1.77,286.2,60.32,71.26,31.71,611,785,47,0.63,450,72.98,43.38,601163
"1190","Rickie Fowler",2016,1.771,301.6,58.69,70.17,26.67,524,820,27,5.63,429,80.63,52.03,2713563
"1191","Vijay Singh",2016,1.771,289.8,56.73,71.32,33.78,512,728,39,1.14,450,73.29,42.97,1210104
"1192","Kyle Stanley",2016,1.771,288.1,64.54,70.88,18.99,598,942,47,0.59,409,78.4,41.73,580734
"1193","Lucas Glover",2016,1.772,298.3,64.37,70.33,29.09,493,806,39,0.73,410,80.71,42.59,948927
"1194","Kelly Kraft",2016,1.772,289.8,60.36,70.81,35.56,403,617,28,0.49,417,78.11,47.92,403437
"1195","Graham DeLaet",2016,1.773,297.9,60.11,71.02,25,436,697,43,1.06,426,77.94,44.26,908556
"1196","D.H. Lee",2016,1.773,280.4,60.85,72.75,21.43,402,580,27,0.31,426,70.1,42.42,174683
"1197","Dicky Pride",2016,1.773,278.9,65.86,71.6,24.44,394,507,37,0.28,419,69.67,56.57,101456
"1198","Tom Hoge",2016,1.774,289.5,55.81,71.29,35.9,553,762,45,0.57,406,74,50,561558
